Name,Country,Confederation,Position,Attack,Passing,P,Goals,Assists,WC_P,WC_Goals,WC_Assists
Harry Maguire,England,UEFA,DEF,2,1,0,0,0,0,0,0
Kyle Walker,England,UEFA,DEF,2,3,0,0,0,0,0,0
Jordan Henderson,England,UEFA,DEF,4,4,0,0,0,0,0,0
Declan Rice,England,UEFA,MID,3,4,0,0,0,0,0,0
Jadon Sancho,England,UEFA,MID,8,15,0,0,0,0,0,0
Raheem Sterling,England,UEFA,ATK,8,12,0,0,0,0,0,0
Harry Kane,England,UEFA,ATK,12,8,0,0,0,0,0,0
Marcus Rashford,England,UEFA,ATK,10,8,0,0,0,0,0,0
Dominik Livakovic,Croatia,UEFA,GK,0,0,0,0,0,0,0,0
Duje Caleta-Car,Croatia,UEFA,DEF,1,2,0,0,0,0,0,0
Dejan Lovren,Croatia,UEFA,DEF,1,2,0,0,0,0,0,0
Domagoj Vida,Croatia,UEFA,DEF,2,5,0,0,0,0,0,0
Sime Vrsalijko,Croatia,UEFA,DEF,2,5,0,0,0,0,0,0
Mario Kovacic,Croatia,UEFA,MID,4,4,0,0,0,0,0,0
Mario Pasalic,Croatia,UEFA,MID,4,4,0,0,0,0,0,0
Luka Modric,Croatia,UEFA,MID,6,15,0,0,0,0,0,0
Ivan Perisic,Croatia,UEFA,MID,8,12,0,0,0,0,0,0
Andre Kramaric,Croatia,UEFA,ATK,10,6,0,0,0,0,0,0
Ante Rebic,Croatia,UEFA,ATK,10,6,0,0,0,0,0,0
Rui Patricio,Portugal,UEFA,GK,0,0,0,0,0,0,0,0
Nelson Semedo,Portugal,UEFA,DEF,3,5,0,0,0,0,0,0
Ruben Dias,Portugal,UEFA,DEF,1,2,0,0,0,0,0,0
Pepe,Portugal,UEFA,DEF,2,2,0,0,0,0,0,0
Raphhael Guerreiro,Portugal,UEFA,DEF,5,7,0,0,0,0,0,0
Joao Moutinho,Portugal,UEFA,MID,4,10,0,0,0,0,0,0
William Carvalho,Portugal,UEFA,MID,2,4,0,0,0,0,0,0
Bernardo Silva,Portugal,UEFA,MID,7,12,0,0,0,0,0,0
Joao Felix,Portugal,UEFA,MID,8,12,0,0,0,0,0,0
Diogo Jota,Portugal,UEFA,MID,10,10,0,0,0,0,0,0
Cristiano Ronaldo,Portugal,UEFA,ATK,20,6,0,0,0,0,0,0
Yann Sommer,Switzerland,UEFA,GK,0,0,0,0,0,0,0,0
Manuel Akanki,Switzerland,UEFA,DEF,1,2,0,0,0,0,0,0
Nico Elvedi,Switzerland,UEFA,DEF,1,2,0,0,0,0,0,0
Fabian Schar,Switzerland,UEFA,DEF,2,5,0,0,0,0,0,0
Ricardo Rodriguez,Switzerland,UEFA,DEF,2,5,0,0,0,0,0,0
Granit Xhaka,Switzerland,UEFA,MID,5,4,0,0,0,0,0,0
Remo Freuler,Switzerland,UEFA,MID,4,4,0,0,0,0,0,0
Xherdan Shaqiri,Switzerland,UEFA,MID,8,10,0,0,0,0,0,0
Admir Mehmedi,Switzerland,UEFA,MID,6,10,0,0,0,0,0,0
Breel Embolo,Switzerland,UEFA,ATK,10,8,0,0,0,0,0,0
Haris Seferovic,Switzerland,UEFA,ATK,10,8,0,0,0,0,0,0
David De Gea,Spain,UEFA,GK,0,0,0,0,0,0,0,0
Inigo Martinez,Spain,UEFA,DEF,1,2,0,0,0,0,0,0
Sergio Ramos,Spain,UEFA,DEF,7,2,0,0,0,0,0,0
Dani Carvajal,Spain,UEFA,DEF,2,5,0,0,0,0,0,0
Jose Luis Gaya,Spain,UEFA,DEF,2,7,0,0,0,0,0,0
Rodri,Spain,UEFA,MID,3,4,0,0,0,0,0,0
Koke,Spain,UEFA,MID,3,7,0,0,0,0,0,0
Dani Olmo,Spain,UEFA,MID,8,10,0,0,0,0,0,0
Mika Oyarzabal,Spain,UEFA,ATK,8,10,0,0,0,0,0,0
Ansu Fati,Spain,UEFA,ATK,8,12,0,0,0,0,0,0
Alvaro Morata,Spain,UEFA,ATK,10,8,0,0,0,0,0,0
Kasper Schmeichel,Denmark,UEFA,GK,0,0,0,0,0,0,0,0
Andreas Christensen,Denmark,UEFA,DEF,1,2,0,0,0,0,0,0
Simon Kjaer,Denmark,UEFA,DEF,1,2,0,0,0,0,0,0
Joakim Maehle,Denmark,UEFA,DEF,2,5,0,0,0,0,0,0
Rasmus Kristensen,Denmark,UEFA,DEF,2,5,0,0,0,0,0,0
Thomas Delaney,Denmark,UEFA,MID,4,4,0,0,0,0,0,0
Pierre-Emile Hojbjerg,Denmark,UEFA,MID,4,4,0,0,0,0,0,0
Christian Eriksen,Denmark,UEFA,MID,8,10,0,0,0,0,0,0
Pione Sisto,Denmark,UEFA,ATK,7,10,0,0,0,0,0,0
Martin Braithwaite,Denmark,UEFA,ATK,10,8,0,0,0,0,0,0
Yussuf Poulsen,Denmark,UEFA,ATK,10,8,0,0,0,0,0,0
Manuel Neuer,Germany,UEFA,GK,0,0,0,0,0,0,0,0
Lukas Klostermann,Germany,UEFA,DEF,1,5,0,0,0,0,0,0
Nico Schultz,Germany,UEFA,DEF,2,4,0,0,0,0,0,0
Antonio Rudiger,Germany,UEFA,DEF,1,2,0,0,0,0,0,0
Niklas Sule,Germany,UEFA,DEF,1,2,0,0,0,0,0,0
Joshua Kimmich,Germany,UEFA,MID,4,9,0,0,0,0,0,0
Leon Goretzka,Germany,UEFA,MID,4,8,0,0,0,0,0,0
Ilkay Gundogan,Germany,UEFA,MID,7,7,0,0,0,0,0,0
Leroy Sane,Germany,UEFA,ATK,10,10,0,0,0,0,0,0
Serge Gnabry,Germany,UEFA,ATK,10,10,0,0,0,0,0,0
Timo Werner,Germany,UEFA,ATK,10,8,0,0,0,0,0,0
Robin Olsen,Sweden,UEFA,GK,0,0,0,0,0,0,0,0
Victor Lindelof,Sweden,UEFA,DEF,2,2,0,0,0,0,0,0
Pontus Jansson,Sweden,UEFA,DEF,1,2,0,0,0,0,0,0
Ludwig Augustinsson,Sweden,UEFA,DEF,2,5,0,0,0,0,0,0
Mikael Lustig,Sweden,UEFA,DEF,3,5,0,0,0,0,0,0
Viktor Claesson,Sweden,UEFA,MID,4,4,0,0,0,0,0,0
Sebastian Larsson,Sweden,UEFA,MID,4,4,0,0,0,0,0,0
Emil Forsberg,Sweden,UEFA,MID,6,10,0,0,0,0,0,0
Dejan Kulusevski,Sweden,UEFA,MID,8,10,0,0,0,0,0,0
Alexander Isak,Sweden,UEFA,ATK,10,8,0,0,0,0,0,0
Zlatan Ibrahimovic,Sweden,UEFA,ATK,15,8,0,0,0,0,0,0
Jasper Cillessen,Netherlands,UEFA,GK,0,0,0,0,0,0,0,0
Stefan De Vrij,Netherlands,UEFA,DEF,1,2,0,0,0,0,0,0
Virgil Van Dijk,Netherlands,UEFA,DEF,3,2,0,0,0,0,0,0
Daley Blind,Netherlands,UEFA,DEF,2,5,0,0,0,0,0,0
Mathias de Ligt,Netherlands,UEFA,DEF,2,5,0,0,0,0,0,0
Kevin Strootman,Netherlands,UEFA,MID,4,6,0,0,0,0,0,0
Marten De Roon,Netherlands,UEFA,MID,4,7,0,0,0,0,0,0
Georginio Wijnaldum,Netherlands,UEFA,MID,6,10,0,0,0,0,0,0
Steven Bergwijn,Netherlands,UEFA,MID,6,10,0,0,0,0,0,0
Luuk De Jong,Netherlands,UEFA,ATK,7,8,0,0,0,0,0,0
Memphis Depay,Netherlands,UEFA,ATK,10,8,0,0,0,0,0,0
Gianluigi Donnaruma,Italy,UEFA,GK,0,0,0,0,0,0,0,0
Dominic Criscito,Italy,UEFA,DEF,2,5,0,0,0,0,0,0
Leonardo Bonucci,Italy,UEFA,DEF,2,2,0,0,0,0,0,0
Giorgio Chiellini,Italy,UEFA,DEF,1,2,0,0,0,0,0,0
Alessandro Florenzi,Italy,UEFA,DEF,2,6,0,0,0,0,0,0
Jorginho,Italy,UEFA,MID,4,10,0,0,0,0,0,0
Marco Veratti,Italy,UEFA,MID,4,8,0,0,0,0,0,0
Nicolo Zaniolo,Italy,UEFA,MID,7,10,0,0,0,0,0,0
Sebastian Giovinco,Italy,UEFA,ATK,10,10,0,0,0,0,0,0
Stephan El Shaarrawy,Italy,UEFA,ATK,10,8,0,0,0,0,0,0
Federico Chiesa,Italy,UEFA,ATK,12,10,0,0,0,0,0,0
Wayne Hennessey,Wales,UEFA,GK,0,0,0,0,0,0,0,0
Joe Rodon,Wales,UEFA,DEF,1,2,0,0,0,0,0,0
Ethan Ampadu,Wales,UEFA,DEF,1,2,0,0,0,0,0,0
Connor Roberts,Wales,UEFA,DEF,2,5,0,0,0,0,0,0
Ben Davies,Wales,UEFA,DEF,2,5,0,0,0,0,0,0
Joe Morrell,Wales,UEFA,MID,4,4,0,0,0,0,0,0
David Brooks,Wales,UEFA,MID,6,4,0,0,0,0,0,0
Daniel James,Wales,UEFA,MID,6,10,0,0,0,0,0,0
Aaron Ramsay,Wales,UEFA,MID,8,10,0,0,0,0,0,0
Hal Robson-Kanu,Wales,UEFA,ATK,8,8,0,0,0,0,0,0
Gareth Bale,Wales,UEFA,ATK,20,8,0,0,0,0,0,0
Lukas Fabianski,Poland,UEFA,GK,0,0,0,0,0,0,0,0
Jan Bednarek,Poland,UEFA,DEF,1,2,0,0,0,0,0,0
Robert Gummy,Poland,UEFA,DEF,1,2,0,0,0,0,0,0
Kamil Glik,Poland,UEFA,DEF,2,5,0,0,0,0,0,0
Maciej Rybus,Poland,UEFA,DEF,2,5,0,0,0,0,0,0
Grzegorz Krychowiak,Poland,UEFA,MID,4,4,0,0,0,0,0,0
Mateusz Klich,Poland,UEFA,MID,4,4,0,0,0,0,0,0
Pior Zielinski,Poland,UEFA,MID,6,10,0,0,0,0,0,0
Kamil Grosicki,Poland,UEFA,MID,6,10,0,0,0,0,0,0
Krzystof Piatek,Poland,UEFA,ATK,10,8,0,0,0,0,0,0
Robert Lewandowski,Poland,UEFA,ATK,25,8,0,0,0,0,0,0
Ciprian Tatarusanu,Romania,UEFA,GK,0,0,0,0,0,0,0,0
Alin Tosca,Romania,UEFA,DEF,1,2,0,0,0,0,0,0
Vlad Chiriches,Romania,UEFA,DEF,1,2,0,0,0,0,0,0
Ionut Nedelcearu,Romania,UEFA,DEF,2,5,0,0,0,0,0,0
Cristian Manea,Romania,UEFA,DEF,2,5,0,0,0,0,0,0
Razvan Marin,Romania,UEFA,MID,4,4,0,0,0,0,0,0
Ciprian Deac,Romania,UEFA,MID,4,4,0,0,0,0,0,0
Ianis Hagi,Romania,UEFA,MID,6,10,0,0,0,0,0,0
Alexandru Maxim,Romania,UEFA,MID,6,10,0,0,0,0,0,0
George Puscas,Romania,UEFA,ATK,10,8,0,0,0,0,0,0
Cladiu Keseru,Romania,UEFA,ATK,10,8,0,0,0,0,0,0
Andrey Lunin,Ukraine,UEFA,GK,0,0,0,0,0,0,0,0
Mykola Matviyenko,Ukraine,UEFA,DEF,1,2,0,0,0,0,0,0
Serhiy Krvstov,Ukraine,UEFA,DEF,1,2,0,0,0,0,0,0
Oleksandr Karavayev,Ukraine,UEFA,DEF,2,5,0,0,0,0,0,0
Vitaly Mykolenko,Ukraine,UEFA,DEF,2,5,0,0,0,0,0,0
Taras Stepanenko,Ukraine,UEFA,MID,4,4,0,0,0,0,0,0
Oleksandr Zinchenko,Ukraine,UEFA,MID,4,4,0,0,0,0,0,0
Marlos,Ukraine,UEFA,MID,6,10,0,0,0,0,0,0
Andriy Yarmolenko,Ukraine,UEFA,MID,10,10,0,0,0,0,0,0
Eugene Konoplyanka,Ukraine,UEFA,MID,8,8,0,0,0,0,0,0
Roman Yaremchuk,Ukraine,UEFA,ATK,10,8,0,0,0,0,0,0
Predard Rajkovic,Serbia,UEFA,GK,0,0,0,0,0,0,0,0
Niklola Maksimovic,Serbia,UEFA,DEF,1,2,0,0,0,0,0,0
Nikola Milenkovic,Serbia,UEFA,DEF,1,2,0,0,0,0,0,0
Aleksandar Kolvarov,Serbia,UEFA,DEF,4,5,0,0,0,0,0,0
Milos Veljkovic,Serbia,UEFA,DEF,2,5,0,0,0,0,0,0
Sergej Milinkovic-Savic,Serbia,UEFA,MID,4,4,0,0,0,0,0,0
Nemanja Gudelj,Serbia,UEFA,MID,4,4,0,0,0,0,0,0
Filip Kostic,Serbia,UEFA,MID,6,10,0,0,0,0,0,0
Dusan Tadic,Serbia,UEFA,MID,6,10,0,0,0,0,0,0
Aleksandar Mitrovic,Serbia,UEFA,ATK,10,8,0,0,0,0,0,0
Luka Jovic,Serbia,UEFA,ATK,10,8,0,0,0,0,0,0
Darren Randolph,Republic of Ireland,UEFA,GK,0,0,0,0,0,0,0,0
Seamus Coleman,Republic of Ireland,UEFA,DEF,1,2,0,0,0,0,0,0
Shane Duffy,Republic of Ireland,UEFA,DEF,1,2,0,0,0,0,0,0
Matt Doherty,Republic of Ireland,UEFA,DEF,2,5,0,0,0,0,0,0
Ciaran Clark,Republic of Ireland,UEFA,DEF,2,5,0,0,0,0,0,0
Jeff Hendrick,Republic of Ireland,UEFA,MID,4,4,0,0,0,0,0,0
James McCartghy,Republic of Ireland,UEFA,MID,4,4,0,0,0,0,0,0
Robbie Brady,Republic of Ireland,UEFA,MID,6,10,0,0,0,0,0,0
James McClean,Republic of Ireland,UEFA,MID,6,10,0,0,0,0,0,0
Shane Long,Republic of Ireland,UEFA,ATK,10,8,0,0,0,0,0,0
Callum Robinson,Republic of Ireland,UEFA,ATK,10,8,0,0,0,0,0,0
Dusan Kuciak,Slovakia,UEFA,GK,0,0,0,0,0,0,0,0
Martin Skrtel,Slovakia,UEFA,DEF,1,2,0,0,0,0,0,0
Milan Skriniar,Slovakia,UEFA,DEF,1,2,0,0,0,0,0,0
Peter Pekarik,Slovakia,UEFA,DEF,2,5,0,0,0,0,0,0
Denis Vavro,Slovakia,UEFA,DEF,2,5,0,0,0,0,0,0
Vladimir Weiss,Slovakia,UEFA,MID,4,4,0,0,0,0,0,0
Juraj Kucka,Slovakia,UEFA,MID,4,4,0,0,0,0,0,0
Marek Hamsik,Slovakia,UEFA,MID,6,10,0,0,0,0,0,0
Robert Mak,Slovakia,UEFA,MID,6,10,0,0,0,0,0,0
Robert Bozenik,Slovakia,UEFA,ATK,10,8,0,0,0,0,0,0
Michal Duris,Slovakia,UEFA,ATK,10,8,0,0,0,0,0,0
Michael McGovern,Northern Ireland,UEFA,GK,0,0,0,0,0,0,0,0
Stuart Dallas,Northern Ireland,UEFA,DEF,4,2,0,0,0,0,0,0
Craig Cathcart,Northern Ireland,UEFA,DEF,1,2,0,0,0,0,0,0
Jonny Evans,Northern Ireland,UEFA,DEF,2,5,0,0,0,0,0,0
Shane Ferguson,Northern Ireland,UEFA,DEF,2,5,0,0,0,0,0,0
Steven Davis,Northern Ireland,UEFA,MID,4,4,0,0,0,0,0,0
Niall McGinn,Northern Ireland,UEFA,MID,4,4,0,0,0,0,0,0
Corry Evans,Northern Ireland,UEFA,MID,6,10,0,0,0,0,0,0
Maddy McNair,Northern Ireland,UEFA,MID,6,10,0,0,0,0,0,0
Liam Boyce,Northern Ireland,UEFA,ATK,10,8,0,0,0,0,0,0
Kyle Lafferty,Northern Ireland,UEFA,ATK,10,8,0,0,0,0,0,0
Heinz Lindner,Austria,UEFA,GK,0,0,0,0,0,0,0,0
Aleksander Dragovic,Austria,UEFA,DEF,1,2,0,0,0,0,0,0
Martin Hinteregger,Austria,UEFA,DEF,1,2,0,0,0,0,0,0
David Alaba,Austria,UEFA,DEF,5,5,0,0,0,0,0,0
Stefan Laimer,Austria,UEFA,DEF,2,5,0,0,0,0,0,0
Julian Baumgartlinger,Austria,UEFA,MID,4,4,0,0,0,0,0,0
Stefan Ilsanker,Austria,UEFA,MID,4,4,0,0,0,0,0,0
Konrad Laimer,Austria,UEFA,MID,6,10,0,0,0,0,0,0
Valentinto Lazaro,Austria,UEFA,MID,6,10,0,0,0,0,0,0
Marko Arnautovic,Austria,UEFA,ATK,10,8,0,0,0,0,0,0
Marcel Sabitzer,Austria,UEFA,ATK,8,8,0,0,0,0,0,0
Asmir Begovic,Bosnia and Herzegovina,UEFA,GK,0,0,0,0,0,0,0,0
Sead Kolasinac,Bosnia and Herzegovina,UEFA,DEF,1,2,0,0,0,0,0,0
Ermin Bicakcic,Bosnia and Herzegovina,UEFA,DEF,1,2,0,0,0,0,0,0
Eldar Sivic,Bosnia and Herzegovina,UEFA,DEF,2,5,0,0,0,0,0,0
Toni Sunjic,Bosnia and Herzegovina,UEFA,DEF,2,5,0,0,0,0,0,0
Muhamed Besic,Bosnia and Herzegovina,UEFA,MID,4,4,0,0,0,0,0,0
Haris Duljevic,Bosnia and Herzegovina,UEFA,MID,4,4,0,0,0,0,0,0
Izet Hajrovic,Bosnia and Herzegovina,UEFA,MID,6,10,0,0,0,0,0,0
Armin Hodzic,Bosnia and Herzegovina,UEFA,ATK,8,10,0,0,0,0,0,0
Milan Duric,Bosnia and Herzegovina,UEFA,ATK,8,8,0,0,0,0,0,0
Edin Dzeko,Bosnia and Herzegovina,UEFA,ATK,20,8,0,0,0,0,0,0
Mert Gunok,Turkey,UEFA,GK,0,0,0,0,0,0,0,0
Caner Erkin,Turkey,UEFA,DEF,1,2,0,0,0,0,0,0
Merih Demiral,Turkey,UEFA,DEF,1,2,0,0,0,0,0,0
Kaan Ayhan,Turkey,UEFA,DEF,2,5,0,0,0,0,0,0
Omer Bayram,Turkey,UEFA,DEF,2,5,0,0,0,0,0,0
Okay Yokuslu,Turkey,UEFA,MID,4,4,0,0,0,0,0,0
Yusuf Yazici,Turkey,UEFA,MID,4,4,0,0,0,0,0,0
Hakan Calhanoglu,Turkey,UEFA,MID,8,10,0,0,0,0,0,0
Cengiz Under,Turkey,UEFA,MID,8,10,0,0,0,0,0,0
Burka Yilmaz,Turkey,UEFA,ATK,10,8,0,0,0,0,0,0
Cenk Tosun,Turkey,UEFA,ATK,10,8,0,0,0,0,0,0
Hannes Por Halldorsson,Iceland,UEFA,GK,0,0,0,0,0,0,0,0
Ari Freyr Skulason,Iceland,UEFA,DEF,1,2,0,0,0,0,0,0
Ragnar Sigurdsson,Iceland,UEFA,DEF,1,2,0,0,0,0,0,0
Birkirt Mar Saevarsson,Iceland,UEFA,DEF,2,5,0,0,0,0,0,0
Kari Arnason,Iceland,UEFA,DEF,2,5,0,0,0,0,0,0
Runar Mar Sigurjonsson,Iceland,UEFA,MID,4,4,0,0,0,0,0,0
Aron Gunnarsson,Iceland,UEFA,MID,4,4,0,0,0,0,0,0
Johann Berg Gudmundsson,Iceland,UEFA,MID,6,10,0,0,0,0,0,0
Gyfli Sigurdsson,Iceland,UEFA,MID,10,10,0,0,0,0,0,0
Alfred Finnbogason,Iceland,UEFA,ATK,10,8,0,0,0,0,0,0
Kolbeinne Sigporsson,Iceland,UEFA,ATK,10,8,0,0,0,0,0,0
Odysseas Vlachodimos,Greece,UEFA,GK,0,0,0,0,0,0,0,0
Dimitris Giannoulis,Greece,UEFA,DEF,1,2,0,0,0,0,0,0
Dimitris Siovas,Greece,UEFA,DEF,1,2,0,0,0,0,0,0
Kostas Manolas,Greece,UEFA,DEF,2,5,0,0,0,0,0,0
Giorgos Tzavellas,Greece,UEFA,DEF,2,5,0,0,0,0,0,0
Petros Mantolas,Greece,UEFA,MID,4,4,0,0,0,0,0,0
Dimitris Kourbelis,Greece,UEFA,MID,4,4,0,0,0,0,0,0
Zeca,Greece,UEFA,MID,6,10,0,0,0,0,0,0
Kostas Fortounis,Greece,UEFA,MID,6,10,0,0,0,0,0,0
Tasos Bakasetas,Greece,UEFA,ATK,10,8,0,0,0,0,0,0
Dimitris Limnios,Greece,UEFA,ATK,10,8,0,0,0,0,0,0
Craig Gordon,Scotland,UEFA,GK,0,0,0,0,0,0,0,0
Scott McKenna,Scotland,UEFA,DEF,1,2,0,0,0,0,0,0
Grant Hanley,Scotland,UEFA,DEF,1,2,0,0,0,0,0,0
Kieran Tierney,Scotland,UEFA,DEF,2,5,0,0,0,0,0,0
Andrew Robertson,Scotland,UEFA,DEF,2,5,0,0,0,0,0,0
Callum McGregor,Scotland,UEFA,MID,4,4,0,0,0,0,0,0
Scott McTominay,Scotland,UEFA,MID,4,4,0,0,0,0,0,0
John McGinn,Scotland,UEFA,MID,6,10,0,0,0,0,0,0
Stuart Armstrong,Scotland,UEFA,MID,6,10,0,0,0,0,0,0
Leigh Griffiths,Scotland,UEFA,ATK,10,8,0,0,0,0,0,0
Callum Paterson,Scotland,UEFA,ATK,10,8,0,0,0,0,0,0
Guilherme,Russia,UEFA,GK,0,0,0,0,0,0,0,0
Fyodor Kudryashov,Russia,UEFA,DEF,1,2,0,0,0,0,0,0
Georgi Dzhikiya,Russia,UEFA,DEF,1,2,0,0,0,0,0,0
Mario Fernandes,Russia,UEFA,DEF,2,5,0,0,0,0,0,0
Yuri Zhirkov,Russia,UEFA,DEF,2,5,0,0,0,0,0,0
Roman Zobnin,Russia,UEFA,MID,4,4,0,0,0,0,0,0
Aleksandr Yerokin,Russia,UEFA,MID,4,4,0,0,0,0,0,0
Anton Miranchuk,Russia,UEFA,MID,6,10,0,0,0,0,0,0
Denis Cheryshev,Russia,UEFA,MID,6,10,0,0,0,0,0,0
Artem Dzyuba,Russia,UEFA,ATK,10,8,0,0,0,0,0,0
Fyodor Smolov,Russia,UEFA,ATK,10,8,0,0,0,0,0,0
Tomas Vaclik,Czechia,UEFA,GK,0,0,0,0,0,0,0,0
Tomas Kalas,Czechia,UEFA,DEF,1,2,0,0,0,0,0,0
Filip Novak,Czechia,UEFA,DEF,1,2,0,0,0,0,0,0
Jakub Brabec,Czechia,UEFA,DEF,2,5,0,0,0,0,0,0
Roman Hubnik,Czechia,UEFA,DEF,2,5,0,0,0,0,0,0
Jan Kopic,Czechia,UEFA,MID,4,4,0,0,0,0,0,0
Jakub Jankto,Czechia,UEFA,MID,4,4,0,0,0,0,0,0
Vladimir Darida,Czechia,UEFA,MID,6,10,0,0,0,0,0,0
Tomas Soucek,Czechia,UEFA,MID,6,10,0,0,0,0,0,0
Michael Krmencik,Czechia,UEFA,ATK,10,8,0,0,0,0,0,0
Matej Vydra,Czechia,UEFA,ATK,10,8,0,0,0,0,0,0
Rune Jarstein,Norway,UEFA,GK,0,0,0,0,0,0,0,0
Kristoffer Ajer,Norway,UEFA,DEF,1,2,0,0,0,0,0,0
Omar Elabdellaoui,Norway,UEFA,DEF,1,2,0,0,0,0,0,0
Martin Linnes,Norway,UEFA,DEF,2,5,0,0,0,0,0,0
Birger Meling,Norway,UEFA,DEF,2,5,0,0,0,0,0,0
Markus Henriksen,Norway,UEFA,MID,4,4,0,0,0,0,0,0
Mats Moller Daehli,Norway,UEFA,MID,4,4,0,0,0,0,0,0
Stefan Johansen,Norway,UEFA,MID,6,10,0,0,0,0,0,0
Mohamed Elyounoussi,Norway,UEFA,MID,6,10,0,0,0,0,0,0
Joshua King,Norway,UEFA,ATK,10,8,0,0,0,0,0,0
Erling Haaland,Norway,UEFA,ATK,20,8,0,0,0,0,0,0
Nikolay Vihalov,Bulgaria,UEFA,GK,0,0,0,0,0,0,0,0
Georgi Terziev,Bulgaria,UEFA,DEF,1,2,0,0,0,0,0,0
Anton Nedyalkov,Bulgaria,UEFA,DEF,1,2,0,0,0,0,0,0
Peter Zanev,Bulgaria,UEFA,DEF,2,5,0,0,0,0,0,0
Vasil Bozhikov,Bulgaria,UEFA,DEF,2,5,0,0,0,0,0,0
Georgi Milanov,Bulgaria,UEFA,MID,4,4,0,0,0,0,0,0
Kristiyan Malinov,Bulgaria,UEFA,MID,4,4,0,0,0,0,0,0
Georgi Kostadinov,Bulgaria,UEFA,MID,6,10,0,0,0,0,0,0
Aleksander Tonev,Bulgaria,UEFA,MID,6,10,0,0,0,0,0,0
Kiril Despodov,Bulgaria,UEFA,ATK,10,8,0,0,0,0,0,0
Spas Delelv,Bulgaria,UEFA,ATK,10,8,0,0,0,0,0,0
Peter Gulasci,Hungary,UEFA,GK,0,0,0,0,0,0,0,0
Attila Fiola,Hungary,UEFA,DEF,1,2,0,0,0,0,0,0
Gergo Lovrencsics,Hungary,UEFA,DEF,1,2,0,0,0,0,0,0
Willi Orban,Hungary,UEFA,DEF,2,5,0,0,0,0,0,0
Adam Lang,Hungary,UEFA,DEF,2,5,0,0,0,0,0,0
Adam Nagy,Hungary,UEFA,MID,4,4,0,0,0,0,0,0
Mate Patkai,Hungary,UEFA,MID,4,4,0,0,0,0,0,0
Dominik Szoboszlai,Hungary,UEFA,MID,12,10,0,0,0,0,0,0
Roland Sallai,Hungary,UEFA,MID,6,10,0,0,0,0,0,0
Adam Szalai,Hungary,UEFA,ATK,10,8,0,0,0,0,0,0
Nemanja Nikolic,Hungary,UEFA,ATK,10,8,0,0,0,0,0,0
Daniel Petkovic,Montenegro,UEFA,GK,0,0,0,0,0,0,0,0
Adam Marusic,Montenegro,UEFA,DEF,1,2,0,0,0,0,0,0
Marko Simic,Montenegro,UEFA,DEF,1,2,0,0,0,0,0,0
Zarko Tomasevic,Montenegro,UEFA,DEF,2,5,0,0,0,0,0,0
Stefan Savic,Montenegro,UEFA,DEF,2,5,0,0,0,0,0,0
Nikola Vukcevic,Montenegro,UEFA,MID,4,4,0,0,0,0,0,0
Vladimir Jovovic,Montenegro,UEFA,MID,4,4,0,0,0,0,0,0
Aleksander Boljevic,Montenegro,UEFA,MID,6,10,0,0,0,0,0,0
Fatos Beciraj,Montenegro,UEFA,ATK,10,10,0,0,0,0,0,0
Stefan Musoga,Montenegro,UEFA,ATK,10,8,0,0,0,0,0,0
Stevan Jovetic,Montenegro,UEFA,ATK,20,8,0,0,0,0,0,0
Lukas Hradecky,Finland,UEFA,GK,0,0,0,0,0,0,0,0
Jukka Raitala,Finland,UEFA,DEF,1,2,0,0,0,0,0,0
Jere Uronen,Finland,UEFA,DEF,1,2,0,0,0,0,0,0
Paulus Arajuuri,Finland,UEFA,DEF,2,5,0,0,0,0,0,0
Joona Toivio,Finland,UEFA,DEF,2,5,0,0,0,0,0,0
Rasmus Schuller,Finland,UEFA,MID,4,4,0,0,0,0,0,0
Pyry Soiri,Finland,UEFA,MID,4,4,0,0,0,0,0,0
Robin Lod,Finland,UEFA,MID,6,10,0,0,0,0,0,0
Fredrik Jensen,Finland,UEFA,MID,6,10,0,0,0,0,0,0
Joel Pohjanpalo,Finland,UEFA,ATK,10,8,0,0,0,0,0,0
Teemu Pukki,Finland,UEFA,ATK,15,8,0,0,0,0,0,0
Etrit Berisha,Albania,UEFA,GK,0,0,0,0,0,0,0,0
Freddie Veseli,Albania,UEFA,DEF,1,2,0,0,0,0,0,0
Berat Gijmshiti,Albania,UEFA,DEF,1,2,0,0,0,0,0,0
Elseid Hysaj,Albania,UEFA,DEF,2,5,0,0,0,0,0,0
Ardian Ismajli,Albania,UEFA,DEF,2,5,0,0,0,0,0,0
Ledian Memushaj,Albania,UEFA,MID,4,4,0,0,0,0,0,0
Amir Abrashi,Albania,UEFA,MID,4,4,0,0,0,0,0,0
Ermir Lenjani,Albania,UEFA,MID,6,10,0,0,0,0,0,0
Odise Roshi,Albania,UEFA,MID,6,10,0,0,0,0,0,0
Armando Sadiku,Albania,UEFA,ATK,10,8,0,0,0,0,0,0
Sokol Cikalleshi,Albania,UEFA,ATK,10,8,0,0,0,0,0,0
Jan Oblak,Slovenia,UEFA,GK,0,0,0,0,0,0,0,0
Miha Mevlja,Slovenia,UEFA,DEF,1,2,0,0,0,0,0,0
Petar Stojanovic,Slovenia,UEFA,DEF,1,2,0,0,0,0,0,0
Nejc Skubic,Slovenia,UEFA,DEF,2,5,0,0,0,0,0,0
Jure Balkovec,Slovenia,UEFA,DEF,2,5,0,0,0,0,0,0
Jasmin Kurtic,Slovenia,UEFA,MID,4,4,0,0,0,0,0,0
